num,epoch,resx,resy,resz,x,y,z
300,8.062731,0.406034,-0.270015,-0.240309,0.009029,-0.011966,0.017556
301,8.062789,0.376416,-0.233206,-0.738897,0.008746,-0.012219,0.018132
302,8.062847,0.370435,0.002870,0.390225,0.008667,-0.009375,0.019180
303,8.062905,0.323569,-0.096026,-0.085235,0.009535,-0.011732,0.017939
304,8.062963,0.240180,0.020699,0.129511,0.008268,-0.013536,0.016659
305,8.063021,0.327460,0.159822,1.139775,0.008622,-0.012285,0.017170
306,8.063079,0.235701,0.292035,0.081568,0.007859,-0.012812,0.018429
307,8.063137,0.167835,0.249158,0.516003,0.008446,-0.012321,0.016889
308,8.063194,-0.016121,0.130084,0.577820,0.021419,-0.003946,0.028348
309,8.063252,0.065165,0.195241,0.732783,0.008640,-0.012053,0.015481
310,8.063310,0.049091,0.242097,-0.150007,0.008571,-0.012566,0.017801
311,8.063368,0.113628,0.252192,0.072418,0.007896,-0.012708,0.016732
312,8.063426,0.005184,0.102315,-0.025620,0.014702,-0.012452,0.020666
313,8.063484,-0.036775,0.062603,-0.153030,0.011069,-0.010577,0.015598
314,8.063542,0.111130,-0.022513,0.236616,0.008370,-0.011590,0.016241
315,8.063600,0.067451,-0.017256,0.548233,0.006516,-0.014589,0.026400
316,8.063657,0.120125,0.006432,0.314252,0.007933,-0.006752,0.023548
317,8.063715,0.067790,0.007953,-0.148842,0.009250,-0.030265,0.010943
318,8.063773,0.060988,0.109163,-0.052851,0.010157,-0.012416,0.016717
319,8.063831,0.099925,0.092474,-0.146055,0.009279,-0.011555,0.013498
320,8.063889,0.197306,0.041140,0.282869,0.007943,-0.013610,0.017518
321,8.063947,0.128859,0.126899,0.827952,0.008346,-0.012654,0.015786
322,8.064005,0.050222,0.165519,0.326127,0.009319,-0.010715,0.009221
323,8.064062,0.078225,0.125042,0.173019,0.008023,-0.012460,0.015338
324,8.064120,0.089612,0.119417,0.082639,0.007724,-0.012980,0.015589
325,8.064178,0.163591,0.270694,0.621797,0.008275,-0.012436,0.015913
326,8.064236,0.167416,0.287397,-0.374767,0.008555,-0.012634,0.015786
327,8.064294,0.108184,0.508577,-0.571093,0.008116,-0.013272,0.017288
328,8.064352,0.066052,0.634797,0.134902,0.007724,-0.010769,0.015657
329,8.064410,0.113536,0.631327,-0.505714,0.008057,-0.013131,0.017460
330,8.064468,-0.057835,0.437704,-0.241037,0.010177,-0.010636,0.011829
331,8.064525,-0.004542,0.454912,0.371484,0.005453,-0.014838,0.014376
332,8.064583,-0.096324,0.381755,-0.118780,0.009164,-0.012498,0.016911
333,8.064641,0.033799,0.495521,-0.041997,0.010205,-0.012687,0.016989
334,8.064699,-0.019967,0.523773,-0.355219,0.013393,-0.009356,0.020156
335,8.064757,-0.076191,0.300797,-0.428794,0.009018,-0.012839,0.015916
336,8.064815,-0.117055,0.229835,-0.233670,0.009120,-0.011963,0.014893
337,8.064873,-0.083638,0.214393,0.661652,0.008695,-0.012348,0.015749
338,8.064931,0.010411,0.153517,0.377841,0.007048,-0.013571,0.015570
339,8.064988,0.116091,0.192107,0.921460,0.008027,-0.012916,0.015452
340,8.065046,0.151717,0.326836,-0.027462,0.015206,-0.010634,0.015725
341,8.065104,0.062735,0.335285,0.550945,0.008247,-0.012491,0.013674
342,8.065162,0.066985,0.459765,0.486813,0.007894,-0.012943,0.015139
343,8.065220,0.082891,0.462889,-0.176237,0.008412,-0.012571,0.015031
344,8.065278,0.118715,0.605738,1.035291,0.008131,-0.012617,0.014856
345,8.065336,-0.007073,0.559754,-1.178360,0.004471,-0.015035,0.012135
346,8.065394,0.041830,0.552056,0.864877,0.007422,-0.013509,0.016154
347,8.065451,0.034951,0.489137,0.907936,0.007801,-0.013181,0.014255
348,8.065509,0.085064,0.498145,0.944041,0.008002,-0.012838,0.014549
349,8.065567,-0.081959,0.519937,0.732820,0.008488,-0.012343,0.015028
350,8.065625,-0.020140,0.502655,0.400267,0.011325,-0.010567,0.017216
351,8.065683,0.008363,0.415724,-0.020065,-0.009160,-0.016629,0.006447
352,8.065741,0.115255,0.349824,0.547220,0.008063,-0.012519,0.013783
353,8.065799,0.040282,0.296839,0.411015,0.007679,-0.013033,0.014126
354,8.065856,0.073330,0.159095,0.509257,0.007703,-0.013011,0.014726
355,8.065914,0.006271,0.075045,0.742091,0.007067,-0.013463,0.013063
356,8.065972,0.105746,0.268390,0.748119,0.007976,-0.012749,0.014150
357,8.066030,0.146286,0.237976,0.744986,0.007912,-0.012941,0.014353
358,8.066088,0.144254,0.351082,0.392971,0.007857,-0.013134,0.014327
359,8.066146,0.229243,0.303207,0.139002,0.007761,-0.012733,0.013794
360,8.066204,0.158533,0.359990,0.460325,0.007884,-0.012918,0.014184
361,8.066262,0.239356,0.308101,0.254056,0.008017,-0.012661,0.013313
362,8.066319,0.196476,0.221032,0.267176,0.007869,-0.012731,0.013828
363,8.066377,0.222511,0.323025,0.057203,0.007328,-0.013051,0.013801
364,8.066435,0.128785,0.239167,0.180756,0.007733,-0.013002,0.013879
365,8.066493,0.036537,0.221191,0.244295,0.007100,-0.014261,0.015118
366,8.066551,0.064398,0.329821,0.861452,0.007691,-0.012923,0.013767
367,8.066609,0.105643,0.409160,1.310391,0.007819,-0.012976,0.013742
368,8.066667,0.127558,0.398219,0.694246,0.007890,-0.012700,0.013559
369,8.066725,0.221646,0.430075,-0.471731,0.008009,-0.012574,0.013938
370,8.066782,0.136586,0.535991,0.550069,0.007854,-0.013319,0.013584
371,8.066840,0.153486,0.555477,-0.820812,0.008248,-0.015043,0.012838
372,8.066898,0.059713,0.600684,-0.735403,0.007815,-0.012279,0.013301
373,8.066956,0.083944,0.574849,0.613511,0.007677,-0.012855,0.013542
374,8.067014,0.138828,0.674186,0.865497,0.007919,-0.012930,0.013235
375,8.067072,0.118688,0.529296,0.372289,0.007517,-0.013240,0.014027
376,8.067130,0.032789,0.389391,0.258488,0.007403,-0.013228,0.012978
377,8.067188,0.015001,0.183450,-0.187117,0.007466,-0.013507,0.012897
378,8.067245,0.049889,0.200649,-0.273218,0.007932,-0.013195,0.012653
379,8.067303,-0.000278,0.008537,-0.048617,0.007939,-0.000705,0.021432
380,8.067361,-0.005913,-0.100988,0.037546,0.000875,-0.016533,0.009222
381,8.067419,0.042799,-0.039032,0.991565,0.007636,-0.012422,0.013043
382,8.067477,0.123201,0.084003,-1.157225,0.007969,-0.012511,0.012844
383,8.067535,0.095982,0.005125,0.125436,0.007350,-0.008915,0.015942
384,8.067593,0.049317,0.001558,-0.412973,0.007821,-0.009342,0.014886
385,8.067650,0.179975,0.023971,-0.142316,0.008364,-0.013249,0.012301
386,8.067708,0.204571,0.094705,-0.238001,0.007735,-0.013138,0.014540
387,8.067766,0.308828,0.173409,-0.336835,0.008467,-0.012407,0.011396
388,8.067824,0.200909,0.189259,-0.632724,0.008475,-0.011817,0.010994
389,8.067882,0.225157,0.272919,0.013481,0.006372,-0.012627,0.012353
390,8.067940,0.193208,0.259068,-0.423640,0.007951,-0.012623,0.013018
391,8.067998,0.285078,0.326242,0.194415,0.007503,-0.012631,0.013128
392,8.068056,0.275389,0.295187,0.620894,0.013064,-0.003836,-0.006901
393,8.068113,0.344470,0.282640,0.272331,0.006030,-0.014885,0.018812
394,8.068171,0.298136,0.108075,0.221702,0.007799,-0.013456,0.012042
395,8.068229,0.230077,0.055842,0.597698,0.007866,-0.012469,0.011923
396,8.068287,0.357382,-0.029761,0.083833,0.007385,-0.012212,0.012822
397,8.068345,0.234724,-0.109038,-0.019804,0.029362,-0.008137,0.021501
398,8.068403,0.200124,-0.156171,0.263887,0.007811,-0.012176,0.012095
399,8.068461,0.269548,-0.140944,-0.463087,0.007948,-0.012214,0.012738
400,8.068519,0.140397,-0.193934,-0.539410,0.007924,-0.012827,0.012428
401,8.068576,0.108264,-0.188521,0.836592,0.006732,-0.013813,0.015951
402,8.068634,0.132451,-0.218261,0.495860,0.007558,-0.014971,0.010922
403,8.068692,0.061012,-0.195104,0.237026,0.005769,-0.017506,0.016101
404,8.068750,0.044971,-0.392038,0.327273,0.005686,-0.017877,0.015928
405,8.068808,0.020953,-0.383794,0.060354,0.138036,-0.305783,-1.172005
406,8.068866,-0.028594,-0.102499,-0.578080,-0.963347,0.631533,-0.371893
407,8.068924,1.136845,-0.843155,1.932126,0.942436,-1.833060,-0.395556
408,8.068981,-0.902865,1.029392,-1.614807,-0.374069,-0.857757,0.060036
409,8.069039,0.171376,0.110388,0.935061,0.555888,-0.438203,-0.161068
410,8.069097,-0.240284,0.033252,-1.274269,-0.656178,-0.426356,-0.327718
411,8.069155,0.534636,-0.119069,0.256526,-0.589519,-0.449509,-0.161512
412,8.069213,0.604894,0.021381,0.903337,-0.001528,-0.020647,0.031565
413,8.069271,0.212867,-0.231824,-0.698984,0.007550,0.018430,-0.036657
414,8.069329,0.231720,-0.074668,0.648125,0.001509,-0.014710,0.031788
415,8.069387,0.166633,-0.090162,0.289519,-0.004910,-0.019956,0.028690
416,8.069444,0.272778,-0.001535,0.181727,-0.004016,-0.022940,0.031735
417,8.069502,0.210023,0.004337,0.853428,-0.003387,-0.023815,0.042383
418,8.069560,0.175426,0.015431,0.238782,-0.001928,-0.012604,0.021476
419,8.069618,0.143664,0.024620,-1.021531,0.005496,-0.021522,0.015350
420,8.069676,0.146417,0.138657,-0.111782,0.006107,-0.019415,0.016122
421,8.069734,0.165585,0.147370,0.037674,0.004880,-0.018024,0.015534
422,8.069792,0.122925,0.063352,-0.099548,0.006213,-0.020283,0.014934
423,8.069850,0.145410,0.003015,-0.097258,0.009466,-0.015051,0.003693
424,8.069907,0.074688,-0.175284,0.716875,0.004535,-0.018287,0.020052
425,8.069965,-0.009222,-0.223729,-0.348376,-0.005233,-0.026457,0.014015
426,8.070023,-0.027309,-0.127593,-0.037995,0.008139,-0.017768,0.017326
427,8.070081,-0.006285,-0.065399,0.217353,0.002358,-0.020956,0.015624
428,8.070139,-0.060036,0.027908,-0.842135,0.005526,-0.022115,0.016400
429,8.070197,-0.031605,0.095063,-0.433108,0.006662,-0.019163,0.016299
430,8.070255,0.008497,0.121358,0.761100,0.004297,-0.020508,0.015783
431,8.070312,-0.037179,0.176913,0.638719,-10.218413,2.668748,27.443847
432,8.070370,5.604996,-4.225572,4.671488,-51.741690,40.998153,86.416318
433,8.070428,40.578501,-37.105655,41.737120,-21.306601,15.923233,37.769523
434,8.070486,16.363953,-14.432744,16.652778,7.093755,-8.276104,-5.398441
435,8.070544,-6.742436,6.969378,-9.310603,-12.385206,11.269574,15.559274
436,8.070602,10.730900,-8.965591,11.583295,-57.746719,48.526808,106.322243
437,8.070660,45.405312,-43.146823,44.916856,-24.146063,19.520254,51.674887
438,8.070718,18.368315,-17.585061,15.860205,-0.428710,2.098928,-1.801709
439,8.070775,1.221903,-0.662614,2.109663,2.538954,-1.378454,-7.887576
440,8.070833,-1.328294,2.289644,-1.458919,0.167988,-0.455284,6.430231
441,8.070891,-0.496615,0.706089,-1.894958,0.872438,-0.638947,2.485539
442,8.070949,-0.776427,0.967082,-1.355016,0.420473,-0.422748,3.491714
443,8.071007,-0.527874,0.741696,-1.262157,0.353013,-0.240574,3.329995
444,8.071065,-0.437699,0.575352,-1.312685,0.433342,0.921482,0.610833
445,8.071123,-0.021455,-0.116820,-1.331905,-0.184419,-0.080604,3.994532
446,8.071181,-0.013243,0.195303,-1.224609,0.334094,0.384645,1.006849
447,8.071238,-0.118789,0.024520,-0.471096,-0.138417,-0.026357,3.223010
448,8.071296,-0.017265,0.158549,-0.668846,0.403793,0.517035,-0.079017
449,8.071354,-0.000375,0.058965,0.909407,0.658744,1.321201,-1.674006
450,8.071412,0.093507,-0.372383,0.274826,0.588757,1.254662,-2.212513
451,8.071470,0.142894,-0.414038,-1.322939,-26.112989,26.975660,55.329926
452,8.071528,21.570441,-22.818958,17.858174,4.671777,-4.489892,-15.465446
453,8.071586,-3.147841,4.244123,-1.705859,7.173526,-7.368380,-17.686122
454,8.071644,-5.437294,6.524998,-4.489595,-3.373602,3.581822,11.783790
455,8.071701,2.648573,-3.093127,1.127146,5.858009,-8.272328,-7.405814
456,8.071759,-5.508001,6.562855,-5.920352,0.469555,-1.344407,4.429414
457,8.071817,-0.817169,0.971055,-1.160688,-5.728572,4.549144,39.269687
458,8.071875,2.570942,-4.878611,-2.823708,-5.531591,4.931236,39.198819
459,8.071933,2.562433,-5.095576,-3.142178,10.488333,-12.776358,-19.974186
460,8.071991,-9.074727,10.546424,-8.549528,-2.655940,3.486930,6.527694
461,8.072049,2.458789,-2.649216,1.828970,-2.405690,2.025229,21.140611
462,8.072106,0.915036,-2.037380,-2.920361,0.006967,-0.014624,0.010372
463,8.072164,0.154700,0.313994,-0.164776,0.006487,-0.012807,0.009829
464,8.072222,0.109551,0.279790,-0.605829,0.006407,-0.013168,0.009302
465,8.072280,0.040568,0.367031,0.739364,0.006253,-0.013104,0.009300
466,8.072338,0.176709,0.255973,0.097554,0.006134,-0.012969,0.009512
467,8.072396,0.124829,0.145868,0.199654,0.006269,-0.012843,0.009429
468,8.072454,0.135787,0.180816,0.002544,0.004510,-0.013602,0.008689
469,8.072512,0.136902,0.198068,0.588663,0.006546,-0.013334,0.009163
470,8.072569,0.099522,0.087188,0.142248,0.006094,-0.012540,0.009306
471,8.072627,-0.060958,-0.116384,0.354832,0.006528,-0.012824,0.009827
472,8.072685,0.159649,-0.075148,1.296159,0.006467,-0.012865,0.009330
473,8.072743,0.169731,-0.192111,-0.662633,0.006662,-0.013369,0.008813
474,8.072801,0.164520,-0.316741,-0.351772,0.006401,-0.010875,0.009684
475,8.072859,0.121267,-0.305389,0.349606,0.005355,-0.014197,0.012091
476,8.072917,0.207073,-0.308487,0.323713,0.009239,-0.011500,0.009858
477,8.072975,0.343134,-0.297563,0.168242,0.009085,-0.012180,0.010454
478,8.073032,0.316059,-0.313162,-0.000830,0.006348,-0.012740,0.009311
479,8.073090,0.204943,-0.370177,0.193553,0.008837,-0.012447,0.010894
480,8.073148,0.240176,-0.252028,1.131304,0.010388,-0.011070,0.007431
481,8.073206,0.123626,-0.230580,-0.431325,0.011331,-0.011648,0.010474
482,8.073264,0.130658,-0.220142,-0.510325,0.010727,-0.012391,0.011705
483,8.073322,0.191853,-0.172781,0.196932,0.010844,-0.011756,0.010128
484,8.073380,0.113025,-0.102124,0.443321,0.012422,-0.011387,0.010576
485,8.073437,0.131982,0.022873,0.792437,0.012970,-0.012833,0.009632
486,8.073495,0.162332,-0.035094,0.757906,0.012727,-0.011064,0.011134
487,8.073553,0.152836,0.021714,-1.008025,0.013530,-0.009857,0.008197
488,8.073611,0.140722,0.037137,-1.106970,0.013118,-0.011984,0.010141
489,8.073669,0.119434,0.042395,0.335703,0.012731,-0.011619,0.010160
490,8.073727,0.129803,0.097110,-0.207813,0.013629,-0.011544,0.010263
491,8.073785,0.037192,0.096202,-0.364859,0.012808,-0.011577,0.010143
492,8.073843,0.095787,0.093108,0.525114,0.012808,-0.011498,0.010040
493,8.073900,0.016823,-0.038934,-0.054845,0.014740,-0.010772,0.011113
494,8.073958,0.040568,-0.052118,-0.397277,0.012687,-0.010977,0.010636
495,8.074016,0.041018,-0.069282,0.175189,0.012168,-0.011436,0.010124
496,8.074074,0.057327,-0.115052,0.237880,0.012350,-0.011356,0.010045
497,8.074132,-0.024767,-0.058067,-0.604294,0.016624,-0.009172,0.010669
498,8.074190,0.014649,-0.113815,-0.438125,0.012185,-0.011479,0.010060
499,8.074248,0.065350,-0.062001,0.532882,0.013135,-0.010800,0.008824
500,8.074306,0.057897,-0.089263,-0.400777,0.012776,-0.011186,0.010335
501,8.074363,0.060005,-0.121090,0.958164,0.012432,-0.011734,0.010568
502,8.074421,0.117136,-0.181790,1.690435,0.012840,-0.011183,0.009951
503,8.074479,0.064006,-0.196063,-0.382794,0.012985,-0.011189,0.009945
504,8.074537,0.127915,-0.002030,0.056043,0.011454,-0.010306,0.011072
505,8.074595,-0.049853,0.000163,-0.067426,0.015870,-0.008043,0.012288
506,8.074653,-0.001575,0.032385,-0.545600,0.010814,-0.012890,0.008719
507,8.074711,0.058209,0.062758,0.691714,0.012507,-0.011797,0.009559
508,8.074769,-0.095798,0.189315,0.803649,0.013375,-0.011324,0.009958
509,8.074826,0.090673,0.306148,0.513590,0.012478,-0.011504,0.009952
510,8.074884,0.037291,0.319131,-0.294394,0.012791,-0.011395,0.009433
511,8.074942,0.155126,0.480122,0.137410,0.012392,-0.011278,0.009441
512,8.075000,0.008447,0.512993,0.360880,0.011188,-0.011757,0.009539
513,8.075058,0.018220,0.518117,0.523190,4.106618,1.552106,5.433573
514,8.075116,-2.775240,0.243862,-5.814591,2.439122,-0.979599,0.507192
515,8.075174,-2.002207,1.581458,-3.116504,0.258520,0.978370,-0.751528
516,8.075231,0.017139,0.111443,-0.424310,0.408327,1.170332,-1.812663
517,8.075289,0.010574,0.009767,-0.283246,0.427602,1.176915,-1.768762
518,8.075347,-0.062997,-0.005567,0.261152,0.251351,1.054068,-0.933457
519,8.075405,0.056415,0.105715,0.897768,0.215208,0.601637,-0.293030
520,8.075463,-0.049688,0.210137,-0.939507,0.013271,-0.013696,0.011145
521,8.075521,-0.058601,0.553713,-0.606834,0.010851,-0.017838,0.013777
522,8.075579,-0.087750,0.497966,-0.705213,0.009919,-0.018785,0.014590
523,8.075637,-0.113272,0.538427,0.121538,0.009571,-0.019174,0.013045
524,8.075694,-0.084009,0.457638,-0.142641,0.010072,-0.019986,0.014640
525,8.075752,-0.050561,0.405232,0.590248,0.010289,-0.019016,0.013296
526,8.075810,-0.001458,0.293662,-0.267511,1.500404,3.325675,8.034288
527,8.075868,-0.741919,-1.753163,-4.567346,0.158304,4.497003,8.717759
528,8.075926,0.522119,-2.787220,-1.399339,0.191212,0.085856,0.327698
529,8.075984,-0.041211,-0.010048,-1.233244,0.235441,0.204772,-0.540460
530,8.076042,0.062575,-0.018744,-0.169968,0.337426,0.227579,-0.210558
531,8.076100,-0.056497,-0.085465,-0.934184,0.291169,0.164923,-0.462953
532,8.076157,-0.116599,-0.147183,0.707429,-0.040381,-0.279254,0.384719
533,8.076215,0.095992,0.105856,0.094488,0.654430,1.373468,-0.299821
534,8.076273,-0.149756,-0.884004,-0.468927,0.173389,1.103905,-2.762640
535,8.076331,0.193959,-0.779992,1.539797,0.246609,-0.881451,2.237589
536,8.076389,-0.318439,0.490067,-2.296598,-0.120099,1.530291,-4.890431
537,8.076447,0.583019,-1.047825,1.471473,0.091499,1.059782,-2.733289
538,8.076505,0.340952,-0.617387,0.880576,0.379581,2.760151,-5.977910
539,8.076563,0.650347,-1.643659,1.932302,-0.313134,-0.512440,5.371689
540,8.076620,0.081539,0.229412,-1.239565,-2.525585,-2.764745,0.960067
541,8.076678,1.548327,1.430146,1.971525,0.148806,-0.638441,-4.037061
542,8.076736,0.108497,0.540912,0.505536,-6.251845,-11.570529,-12.636283
543,8.076794,3.137402,6.480872,9.892860,0.569410,2.596939,3.335921
544,8.076852,0.032079,-1.499337,-0.809663,1.961389,5.664170,9.335003
545,8.076910,-0.571830,-3.105619,-4.975743,-1.154345,-1.368089,-1.511994
546,8.076968,0.802829,0.795417,2.050438,0.841503,2.468606,3.415534
547,8.077025,-0.178387,-1.378966,-1.759357,0.212669,0.159155,0.113951
548,8.077083,-0.026296,-0.006954,0.728306,0.098519,0.043302,1.004464
549,8.077141,0.223235,0.097190,0.228520,0.516808,0.271721,0.318563
550,8.077199,-0.052650,-0.064746,-0.198323,0.446210,0.123801,-0.321122
551,8.077257,0.031724,-0.083344,-1.022808,0.586498,0.113094,-0.690116
552,8.077315,-0.086706,0.023545,-0.258548,0.599488,-0.060078,1.026743
553,8.077373,-0.133360,0.024441,-0.739822,0.516678,-0.040183,0.336238
554,8.077431,-0.114113,-0.039991,-0.380454,0.369715,-0.176786,-0.054582
555,8.077488,0.012679,0.019647,-0.566115,0.471266,-0.119071,-0.588371
556,8.077546,-0.034044,0.042893,0.338812,0.423179,-0.145494,0.002572
557,8.077604,-0.104677,0.037868,-0.256575,0.299740,-0.164808,-0.127311
558,8.077662,-0.037650,-0.058835,-0.195332,0.238364,-0.320322,-0.307109
559,8.077720,-0.212141,0.047618,0.663375,-0.811744,0.700356,6.327810
560,8.077778,0.550137,-0.637421,-1.689478,0.026158,-0.259853,-1.739771
561,8.077836,-0.074228,-0.013289,0.452371,-0.121718,-0.277161,0.329290
562,8.077894,-0.144361,0.009428,-0.590988,-0.339998,-0.356040,-0.773457
563,8.077951,0.064728,0.140015,1.170178,0.033030,0.054970,3.316964
564,8.078009,-0.269938,-0.049791,-1.162226,-0.220864,-0.136343,0.336303
565,8.078067,-0.000428,0.039098,0.142646,-0.143555,-0.048176,0.553230
566,8.078125,-0.067374,-0.031653,-0.452226,-0.214925,-0.088846,-0.159492
567,8.078183,-0.110708,-0.037435,0.100868,-0.346615,-0.204744,-0.145822
568,8.078241,0.223615,0.254029,1.549489,0.003018,0.087009,0.186400
569,8.078299,-0.172710,0.134681,0.325878,-0.192653,0.165911,0.423259
570,8.078356,0.121388,0.060033,-1.751264,0.576677,-0.032243,-8.792965
571,8.078414,-0.331431,0.030080,1.890237,-0.092702,0.066863,0.132853
572,8.078472,-0.020607,0.037315,0.600352,-0.116950,0.026547,0.438793
573,8.078530,-0.162075,0.143885,-0.447070,-0.273219,0.272308,0.399132
574,8.078588,0.093439,0.103374,1.033399,-0.133279,0.387372,1.073889
575,8.078646,0.087729,0.148402,0.637158,0.011244,0.591660,0.936765
576,8.078704,0.069855,0.038160,-0.160353,0.137441,0.635125,0.021765
577,8.078762,-0.092576,-0.074407,0.284104,-0.023457,0.375126,0.048557
578,8.078819,-0.080207,0.121216,-0.235838,-0.098104,0.604166,0.392823
579,8.078877,0.010559,0.002517,-0.848792,0.899581,2.456315,-0.528037
580,8.078935,-0.516279,-0.897498,-0.866431,0.631617,3.187490,-1.108799
581,8.078993,-0.256301,-1.418269,-0.233004,-0.577304,-0.384125,0.080242
582,8.079051,0.235984,0.710915,1.099385,-0.298468,0.309034,-0.200080
583,8.079109,0.035755,0.259030,-0.610960,-0.216653,-1.133304,0.829443
584,8.079167,-0.157539,1.150610,0.250822,0.538638,1.617855,-0.377896
585,8.079225,-0.441003,-0.588521,-1.698817,-0.448053,0.484780,-1.269547
586,8.079282,0.182833,-0.144975,0.299833,-0.346529,0.313239,-0.456162
587,8.079340,0.174384,-0.001734,0.930154,-0.037272,0.425963,1.953700
588,8.079398,-0.027994,0.044645,-0.318337,-0.009132,0.491099,1.296474
589,8.079456,0.031057,-0.096294,0.949721,0.010084,1.246325,37.736496
590,8.079514,-0.358872,0.202573,-12.056127,0.015270,-0.023072,0.011804
591,8.079572,-0.007081,0.013497,0.295434,0.322204,0.103068,-0.149545
592,8.079630,-0.181511,-0.087596,-0.963595,-0.204392,0.598707,-0.008285
593,8.079687,0.262016,-0.496076,-0.457472,0.574068,0.292555,-2.427845
594,8.079745,-0.415998,-0.207438,0.484924,0.750977,-0.291576,0.211960
595,8.079803,-0.604271,0.306128,-1.109984,-3.471844,3.778474,17.953281
596,8.079861,2.774179,-2.477456,-0.977243,-3.192672,3.496168,18.936024
597,8.079919,2.530304,-2.273610,-1.699810,-4.838511,5.139046,27.526987
598,8.079977,4.006386,-3.352217,-0.970502,0.301395,0.866547,-0.237399
